194 -0.006 -3.829	R 58 1 3 0.307 0.319 -0.028 -3.785	4 -0.670 -0.594 0.006 8.980
L 58 0 1 -0.127 -0.121 -0.289 -2.105	2 0.190 0.195 0.096 -2.791	R 68 1 3 0.279 0.312 -0.096 -11.292	4 -0.676 -0.580 -0.028 2.897
L 59 0 1 -0.140 -0.130 -0.301 -3.363	2 0.190 0.198 0.119 -3.002	R 69 1 3 0.277 0.312 -0.017 -11.758	4 -0.677 -0.581 -0.051 2.633
L 60 0 1 -0.153 -0.140 -0.369 -4.224	2 0.195 0.201 0.142 -2.334	R 69 1 3 0.277 0.311 -0.040 -12.189	4 -0.677 -0.581 0.176 2.026
L 61 0 1 -0.166 -0.151 -0.426 -4.004	2 0.202 0.205 0.187 -1.648	R 70 1 3 0.274 0.310 -0.017 -12.760	4 -0.677 -0.581 -0.028 1.956
L 61 0 1 -0.166 -0.162 -0.414 -1.402	2 0.210 0.212 0.199 -2.536	R 71 1 3 0.271 0.308 -0.119 -12.769	4 -0.678 -0.581 -0.051 1.754
L 62 0 1 -0.180 -0.173 -0.335 -2.422	2 0.210 0.220 0.233 -3.424	R 72 1 3 0.269 0.307 -0.062 -12.884	4 -0.679 -0.581 0.176 1.789
L 63 0 1 -0.194 -0.183 -0.403 -3.626	2 0.219 0.226 0.289 -2.615	R 72 1 3 0.269 0.305 -0.062 -12.963	4 -0.680 -0.581 -0.017 1.903
L 64 0 1 -0.208 -0.192 -0.323 -4.242	2 0.230 0.234 0.335 -2.018	R 73 1 3 0.266 0.303 -0.017 -13.191	4 -0.680 -0.581 -0.017 1.921
L 64 0 1 -0.208 -0.201 -0.346 -2.334	2 0.242 0.241 0.153 -2.457	R 74 1 3 0.264 0.301 -0.119 -13.209	4 -0.681 -0.581 -0.017 1.991
L 65 0 1 -0.223 -0.211 -0.392 -3.925	2 0.242 0.251 0.369 -3.424	R 75 1 3 0.261 0.300 -0.108 -12.954	4 -0.682 -0.581 -0.028 2.000
L 66 0 1 -0.237 -0.223 -0.437 -4.936	2 0.255 0.262 0.403 -2.738	R 75 1 3 0.261 0.298 -0.074 -12.725	4 -0.683 -0.581 -0.028 2.026
L 67 0 1 -0.252 -0.235 -0.471 -4.418	2 0.269 0.272 0.460 -1.569	R 76 1 3 0.258 0.295 -0.006 -13.244	4 -0.683 -0.581 -0.040 1.763
L 67 0 1 -0.252 -0.249 -0.471 -1.147	2 0.285 0.283 0.221 -2.422	R 77 1 3 0.256 0.293 -0.142 -12.980	4 -0.684 -0.582 0.176 1.481
L 68 0 1 -0.267 -0.260 -0.369 -2.396	2 0.285 0.294 0.244 -3.187	R 78 1 3 0.253 0.292 -0.096 -12.769	4 -0.685 -0.582 -0.017 1.534
L 69 0 1 -0.283 -0.272 -0.448 -3.301	2 0.302 0.305 0.573 -1.666	R 78 1 3 0.253 0.290 -0.006 -12.796	4 -0.687 -0.581 0.176 1.754
L 70 0 1 -0.298 -0.284 -0.414 -3.160	2 0.319 0.318 0.550 -0.013	R 79 1 3 0.251 0.287 -0.062 -12.848	4 -0.687 -0.581 -0.040 2.211
L 70 0 1 -0.298 -0.297 -0.426 -0.409	2 0.338 0.327 0.210 -0.664	R 80 1 3 0.249 0.284 -0.131 -12.541	4 -0.688 -0.581 -0.017 2.097
L 71 0 1 -0.313 -0.309 -0.426 -1.138	2 0.338 0.343 0.312 -1.692	R 81 1 3 0.246 0.283 -0.051 -12.523	4 -0.689 -0.581 0.006 1.525
L 72 0 1 -0.328 -0.322 -0.437 -1.851	2 0.358 0.357 0.471 0.347	R 81 1 3 0.246 0.281 -0.085 -12.136	4 -0.690 -0.581 0.006 1.798
L 73 0 1 -0.343 -0.333 -0.301 -1.490	2 0.378 0.369 0.755 1.349	R 82 1 3 0.244 0.277 -0.187 -11.881	4 -0.690 -0.581 -0.040 2.132
L 73 0 1 -0.343 -0.348 -0.494 1.059	2 0.399 0.385 0.380 -0.356	R 83 1 3 0.241 0.276 -0.119 -11.749	4 -0.692 -0.581 -0.040 1.754
L 74 0 1 -0.358 -0.360 -0.448 0.426	2 0.399 0.399 0.267 0.347	R 84 1 3 0.239 0.273 -0.096 -11.407	4 -0.693 -0.581 0.176 1.789
L 75 0 1 -0.373 -0.371 -0.448 0.312	2 0.420 0.414 0.585 1.877	R 84 1 3 0.239 0.270 -0.062 -11.002	4 -0.694 -0.582 -0.040 1.534
L 76 0 1 -0.387 -0.384 -0.471 0.769	2 0.442 0.429 0.834 2.835	R 85 1 3 0.237 0.268 -0.051 -11.090	4 -0.694 -0.581 -0.017 1.719
L 76 0 1 -0.387 -0.397 -0.448 2.695	2 0.464 0.444 0.176 2.273	R 86 1 3 0.234 0.265 -0.131 -10.695	4 -0.696 -0.581 0.176 1.974
L 77 0 1 -0.401 -0.407 -0.369 2.220	2 0.464 0.457 0.346 2.624	R 87 1 3 0.232 0.263 -0.074 -10.308	4 -0.697 -0.581 -0.017 2.053
L 78 0 1 -0.415 -0.419 -0.471 1.868	2 0.486 0.474 0.823 3.626	R 87 1 3 0.232 0.260 -0.096 -9.877	4 -0.699 -0.581 -0.040 1.982
L 79 0 1 -0.428 -0.430 -0.414 2.730	2 0.508 0.491 0.641 4.813	R 88 1 3 0.230 0.257 -0.085 -9.930	4 -0.699 -0.581 -0.017 1.631
L 79 0 1 -0.428 -0.441 -0.346 4.708	2 0.530 0.507 0.267 3.169	R 89 1 3 0.227 0.255 -0.153 -9.473	4 -0.701 -0.582 0.176 1.569
L 80 0 1 -0.440 -0.449 -0.199 3.073	2 0.530 0.522 0.482 2.695	R 90 1 3 0.225 0.253 -0.153 -8.945	4 -0.702 -0.582 -0.017 1.807
L 81 0 1 -0.452 -0.456 -0.221 1.675	2 0.551 0.538 0.743 3.749	R 90 1 3 0.225 0.250 -0.096 -8.664	4 -0.704 -0.581 0.006 1.842
L 82 0 1 -0.463 -0.464 -0.289 1.024	2 0.571 0.554 0.573 4.892	R 91 1 3 0.223 0.247 -0.119 -8.391	4 -0.704 -0.581 -0.040 2.009
L 82 0 1 -0.463 -0.473 -0.267 3.530	2 0.591 0.570 0.301 2.993	R 92 1 3 0.221 0.244 -0.176 -7.653	4 -0.706 -0.581 -0.017 1.771
L 83 0 1 -0.474 -0.477 -0.062 1.165	2 0.591 0.585 0.437 2.237	R 93 1 3 0.219 0.241 -0.142 -7.240	4 -0.707 -0.582 -0.028 1.754
L 84 0 1 -0.484 -0.480 -0.153 -0.277	2 0.610 0.595 0.403 4.690	R 93 1 3 0.219 0.239 -0.119 -6.774	4 -0.709 -0.582 -0.040 1.807
L 85 0 1 -0.492 -0.485 -0.176 -1.174	2 0.627 0.601 0.289 8.330	R 94 1 3 0.217 0.236 -0.085 -6.976	4 -0.709 -0.582 -0.085 1.895
L 85 0 1 -0.492 -0.487 -0.017 -1.886	2 0.643 0.604 0.040 9.868	R 95 1 3 0.215 0.235 -0.062 -7.231	4 -0.711 -0.585 -0.142 2.018
L 86 0 1 -0.500 -0.488 -0.040 -4.163	2 0.643 0.611 0.074 11.424	R 96 1 3 0.212 0.236 0.051 -7.829	4 -0.713 -0.591 -0.289 2.105
L 87 0 1 -0.507 -0.491 -0.165 -5.341	2 0.658 0.620 0.312 13.490	R 96 1 3 0.212 0.237 0.085 -9.015	4 -0.715 -0.600 -0.323 1.877
L 88 0 1 -0.513 -0.494 -0.074 -6.158	2 0.671 0.629 0.482 13.727	R 97 1 3 0.210 0.240 0.085 -10.607	4 -0.715 -0.612 -0.392 1.525
L 88 0 1 -0.513 -0.498 -0.153 -5.095	2 0.683 0.641 0.358 11.785	R 98 1 3 0.208 0.244 0.165 -12.743	4 -0.717 -0.625 -0.573 4.382
L 89 0 1 -0.517 -0.503 -0.187 -5.244	2 0.683 0.656 0.414 9.710	R 99 1 3 0.206 0.250 0.165 -14.809	4 -0.719 -0.640 -0.528 8.602
L 90 0 1 -0.521 -0.506 -0.142 -4.998	2 0.693 0.670 0.539 8.013	R 99 1 3 0.206 0.253 0.096 -16.585	4 -0.721 -0.653 -0.426 12.963
L 91 0 1 -0.523 -0.509 -0.131 -4.734	2 0.701 0.681 0.437 6.501	R 100 1 3 0.204 0.255 0.062 17.798	4 -0.721 -0.663 -0.301 15.503
L 91 0 1 -0.523 -0.512 -0.074 -4.207	2 0.708 0.689 0.142 5.367	R 101 1 3 0.202 0.257 0.176 16.910	4 -0.723 -0.670 -0.131 16.980
L 92 0 1 -0.525 -0.513 -0.006 -4.497	2 0.708 0.694 0.017 5.323	R 102 1 3 0.200 0.257 -0.028 16.497	4 -0.725 -0.671 -0.074 17.033
L 93 0 1 -0.525 -0.512 0.028 -4.734	2 0.713 0.694 -0.062 6.985	R 102 1 3 0.200 0.257 -0.040 16.242	4 -0.727 -0.670 0.062 16.637
L 94 0 1 -0.525 -0.511 0.051 -5.086	2 0.717 0.692 -0.074 8.734	R 103 1 3 0.199 0.255 -0.085 16.330	4 -0.727 -0.668 0.131 14.870
L 94 0 1 -0.525 -0.509 0.085 -5.807	2 0.719 0.688 -0.165 10.484	R 104 1 3 0.197 0.252 -0.142 16.673	4 -0.730 -0.665 0.062 13.332
L 95 0 1 -0.524 -0.506 0.040 -6.220	2 0.719 0.686 -0.096 11.644	R 105 1 3 0.195 0.250 -0.062 17.015	4 -0.732 -0.664 -0.028 12.110
L 96 0 1 -0.522 -0.505 0.051 -6.097	2 0.721 0.685 -0.074 12.532	R 105 1 3 0.195 0.248 -0.062 17.235	4 -0.734 -0.664 -0.040 12.004
L 97 0 1 -0.519 -0.503 0.017 -5.956	2 0.721 0.685 0.006 12.585	R 106 1 3 0.193 0.247 -0.017 17.024	4 -0.734 -0.665 -0.062 11.767
L 97 0 1 -0.519 -0.501 0.028 -6.255	2 0.720 0.685 0.040 12.207	R 107 1 3 0.191 0.246 -0.017 16.664	4 -0.737 -0.669 -0.131 11.978
L 98 0 1 -0.516 -0.500 0.040 -5.569	2 0.720 0.686 0.040 11.855	R 108 1 3 0.189 0.246 0.176 16.418	4 -0.739 -0.671 -0.142 12.101
L 99 0 1 -0.512 -0.499 0.085 -4.884	2 0.719 0.686 -0.006 11.169	R 108 1 3 0.189 0.245 -0.051 16.224	4 -0.742 -0.673 -0.131 12.822
L 0 1 1 -0.509 -0.497 0.040 -4.444	2 0.717 0.687 -0.028 10.659	R 109 1 3 0.188 0.245 -0.051 15.899	4 -0.742 -0.675 -0.051 12.505
L 0 1 1 -0.509 -0.495 0.040 -4.752	2 0.715 0.686 0.006 10.378	R 110 1 3 0.186 0.244 -0.085 15.873	4 -0.744 -0.676 0.028 11.714
L 1 1 1 -0.505 -0.493 0.074 -4.198	2 0.715 0.690 0.233 8.655	R 111 1 3 0.184 0.240 -0.153 16.840	4 -0.747 -0.675 -0.017 10.958
L 2 1 1 -0.501 -0.490 0.096 -3.697	2 0.713 0.692 0.051 7.459	R 111 1 3 0.184 0.237 -0.062 17.358	4 -0.749 -0.675 -0.062 10.888
L 3 1 1 -0.497 -0.490 0.051 -2.756	2 0.711 0.693 -0.040 6.642	R 112 1 3 0.183 0.237 0.176 16.927	4 -0.749 -0.677 -0.085 10.448
L 3 1 1 -0.497 -0.488 0.096 -3.160	2 0.709 0.692 -0.051 6.466	R 113 1 3 0.181 0.236 -0.074 16.848	4 -0.752 -0.679 -0.074 10.352
L 4 1 1 -0.493 -0.485 0.096 -2.862	2 0.709 0.691 0.017 6.229	R 114 1 3 0.179 0.235 -0.040 16.787	4 -0.755 -0.682 -0.108 10.273
L 5 1 1 -0.489 -0.483 0.028 -2.062	2 0.707 0.692 0.040 5.402	R 114 1 3 0.179 0.234 -0.062 16.716	4 -0.758 -0.683 -0.074 10.862
L 6 1 1 -0.485 -0.482 0.085 -1.631	2 0.706 0.692 -0.017 4.822	R 115 1 3 0.178 0.233 -0.040 16.637	4 -0.758 -0.686 -0.085 10.721
L 6 1 1 -0.485 -0.479 0.096 -2.026	2 0.704 0.692 0.017 4.576	R 116 1 3 0.176 0.232 -0.051 16.479	4 -0.760 -0.689 -0.131 10.923
L 7 1 1 -0.481 -0.476 0.062 -1.604	2 0.704 0.691 0.028 4.321	R 117 1 3 0.175 0.231 -0.040 16.514	4 -0.763 -0.692 -0.199 11.029
L 8 1 1 -0.477 -0.474 0.096 -1.182	2 0.702 0.692 0.051 3.582	R 117 1 3 0.175 0.230 -0.085 16.549	4 -0.766 -0.694 -0.142 11.785
L 9 1 1 -0.473 -0.472 0.108 -1.042	2 0.701 0.692 -0.017 3.099	R 118 1 3 0.173 0.229 -0.062 16.338	4 -0.766 -0.698 -0.142 11.846
L 9 1 1 -0.473 -0.469 0.131 -1.516	2 0.699 0.692 -0.017 2.818	R 119 1 3 0.172 0.228 -0.074 16.198	4 -0.769 -0.700 -0.119 11.758
L 10 1 1 -0.469 -0.466 0.096 -1.130	2 0.699 0.691 -0.028 2.642	R 0 0 3 0.170 0.227 -0.096 16.426	4 -0.772 -0.702 -0.119 11.626
L 11 1 1 -0.465 -0.464 0.119 -0.927	2 0.697 0.691 0.017 2.255	R 0 0 3 0.170 0.226 -0.074 16.593	4 -0.775 -0.704 -0.096 12.110
L 12 1 1 -0.462 -0.461 0.119 -1.042	2 0.696 0.690 -0.051 2.035	R 1 0 3 0.169 0.224 -0.062 16.629	4 -0.775 -0.707 -0.051 11.679
L 12 1 1 -0.462 -0.457 0.153 -1.692	2 0.694 0.689 -0.119 2.316	R 2 0 3 0.168 0.221 -0.199 17.464	4 -0.778 -0.707 0.017 10.659
L 13 1 1 -0.458 -0.452 0.176 -2.114	2 0.694 0.687 -0.119 2.703	R 3 0 3 0.166 0.216 -0.165 -17.209	4 -0.781 -0.705 0.176 9.270
L 14 1 1 -0.454 -0.447 0.142 -2.466	2 0.693 0.685 -0.108 2.976	R 3 0 3 0.166 0.212 -0.096 -16.347	4 -0.784 -0.704 0.006 8.690
L 15 1 1 -0.450 -0.443 0.153 -2.967	2 0.692 0.681 -0.187 3.925	R 4 0 3 0.165 0.209 -0.119 -15.433	4 -0.784 -0.702 0.062 7.125
L 15 1 1 -0.450 -0.439 0.153 -4.365	2 0.690 0.677 -0.119 5.042	R 5 0 3 0.163 0.204 -0.187 -14.185	4 -0.786 -0.701 0.028 5.965
L 16 1 1 -0.447 -0.433 0.142 -4.813	2 0.690 0.673 -0.096 5.921	R 6 0 3 0.160 0.200 -0.062 -13.622	4 -0.786 -0.700 -0.017 5.657
L 17 1 1 -0.443 -0.429 0.108 -5.059	2 0.689 0.672 -0.006 6.062	R 6 0 3 0.160 0.197 -0.096 -12.980	4 -0.786 -0.701 -0.062 6.035
L 18 1 1 -0.439 -0.426 0.131 -5.209	2 0.688 0.671 -0.062 5.807	R 7 0 3 0.158 0.195 -0.062 -13.165	4 -0.786 -0.703 -0.142 7.011
L 18 1 1 -0.439 -0.422 0.085 -6.088	2 0.687 0.671 0.028 5.534	R 8 0 3 0.154 0.193 -0.074 -13.552	4 -0.784 -0.707 -0.176 8.804
L 19 1 1 -0.436 -0.419 0.108 -5.991	2 0.687 0.672 0.006 5.244	R 9 0 3 0.150 0.192 -0.074 -13.640	4 -0.781 -0.710 -0.085 10.607
L 20 1 1 -0.432 -0.415 0.176 -6.097	2 0.685 0.672 0.017 4.734	R 9 0 3 0.150 0.189 -0.108 -13.534	4 -0.776 -0.713 -0.085 11.855
L 21 1 1 -0.428 -0.411 0.119 -6.369	2 0.684 0.672 -0.017 4.356	R 10 0 3 0.146 0.186 -0.108 -14.053	4 -0.776 -0.714 -0.040 14.070
L 21 1 1 -0.428 -0.408 0.153 -7.407	2 0.683 0.671 -0.085 4.409	R 11 0 3 0.141 0.183 -0.187 -14.387	4 -0.770 -0.714 0.017 16.242
L 22 1 1 -0.425 -0.403 0.142 -7.556	2 0.683 0.669 -0.062 5.051	R 12 0 3 0.135 0.179 -0.153 -14.325	4 -0.761 -0.712 0.176 -17.930
L 23 1 1 -0.421 -0.399 0.176 -7.829	2 0.682 0.665 -0.119 6.035	R 12 0 3 0.135 0.175 -0.153 -13.815	4 -0.751 -0.710 0.108 17.798
L 24 1 1 -0.418 -0.394 0.142 -8.602	2 0.681 0.661 -0.187 7.319	R 13 0 3 0.128 0.168 -0.221 -14.149	4 -0.751 -0.705 0.096 -16.013
L 24 1 1 -0.418 -0.389 0.153 -10.114	2 0.680 0.657 -0.153 8.470	R 14 0 3 0.121 0.162 -0.289 -14.404	4 -0.739 -0.698 0.199 -14.387
L 25 1 1 -0.414 -0.385 0.176 -10.536	2 0.680 0.652 -0.176 9.912	R 15 0 3 0.112 0.157 -0.187 -13.824	4 -0.725 -0.692 0.403 -12.549
L 26 1 1 -0.410 -0.380 0.153 -10.914	2 0.679 0.646 -0.221 11.688	R 15 0 3 0.112 0.149 -0.244 -12.927	4 -0.709 -0.685 0.187 -14.018
L 27 1 1 -0.407 -0.375 0.153 -11.714	2 0.678 0.640 -0.187 13.640	R 16 0 3 0.104 0.141 -0.312 -12.919	4 -0.709 -0.675 0.289 -11.996
L 27 1 1 -0.407 -0.369 0.131 -13.033	2 0.677 0.635 -0.142 15.073	R 17 0 3 0.095 0.134 -0.255 -13.587	4 -0.692 -0.666 0.346 -9.446
L 28 1 1 -0.403 -0.366 0.142 -13.332	2 0.677 0.630 -0.131 16.470	R 18 0 3 0.085 0.126 -0.267 -12.207	4 -0.673 -0.656 0.585 -7.442
L 29 1 1 -0.400 -0.362 0.119 -13.499	2 0.677 0.626 -0.108 17.719	R 18 0 3 0.085 0.116 -0.346 -10.932	4 -0.653 -0.655 -0.403 -5.640
L 30 1 1 -0.397 -0.359 0.096 -13.543	2 0.676 0.624 -0.062 -17.675	R 19 0 3 0.075 0.101 -0.664 -8.620	4 -0.653 -0.652 0.267 -0.796
L 30 1 1 -0.397 -0.357 0.062 -13.930	2 0.675 0.622 -0.074 -17.059	R 20 0 3 0.065 0.082 -0.766 -5.033	4 -0.632 -0.641 0.789 1.349
L 31 1 1 -0.393 -0.356 0.062 -13.358	2 0.675 0.619 -0.108 -16.444	R 21 0 3 0.054 0.064 -0.460 -1.042	4 -0.610 -0.623 0.585 2.510
L 32 1 1 -0.390 -0.352 0.119 -13.270	2 0.674 0.615 -0.142 -15.266	R 21 0 3 0.054 0.050 -0.392 0.629	4 -0.588 -0.606 0.358 -1.420
L 33 1 1 -0.386 -0.350 0.074 -13.174	2 0.674 0.613 -0.096 -14.571	R 22 0 3 0.044 0.046 -0.142 -0.418	4 -0.588 -0.589 0.460 0.769
L 33 1 1 -0.386 -0.348 0.040 -13.244	2 0.673 0.612 -0.017 -14.325	R 23 0 3 0.034 0.042 -0.267 -1.560	4 -0.565 -0.574 0.846 2.070
L 34 1 1 -0.383 -0.348 -0.006 -12.066	2 0.673 0.612 0.017 -14.677	R 24 0 3 0.024 0.030 -0.289 -0.066	4 -0.541 -0.558 0.789 3.749
L 35 1 1 -0.379 -0.349 -0.017 -10.862	2 0.673 0.613 0.051 -14.985	R 24 0 3 0.024 0.024 -0.028 -0.822	4 -0.517 -0.535 0.505 -1.376
L 36 1 1 -0.376 -0.349 -0.028 -9.842	2 0.672 0.613 -0.176 -15.319	R 25 0 3 0.014 0.022 -0.210 -2.747	4 -0.517 -0.516 0.687 -0.180
L 36 1 1 -0.376 -0.350 0.006 -9.525	2 0.672 0.613 0.017 -15.451	R 26 0 3 0.004 0.020 -0.199 -4.840	4 -0.494 -0.500 0.846 0.936
L 37 1 1 -0.373 -0.350 -0.006 -8.110	2 0.672 0.613 -0.017 -15.442	R 27 0 3 -0.005 0.017 -0.131 -5.112	4 -0.470 -0.484 0.573 2.862
L 38 1 1 -0.370 -0.350 -0.040 -6.738	2 0.671 0.612 -0.176 -15.371	R 27 0 3 -0.005 0.008 -0.323 -4.163	4 -0.447 -0.465 0.437 -1.543
L 39 1 1 -0.366 -0.351 -0.006 -5.516	2 0.671 0.611 -0.028 -15.090	R 28 0 3 -0.013 -0.002 -0.335 -3.688	4 -0.447 -0.445 0.687 -0.189
L 39 1 1 -0.366 -0.352 0.006 -5.156	2 0.670 0.609 -0.085 -14.290	R 29 0 3 -0.020 -0.011 -0.414 -2.651	4 -0.424 -0.433 0.573 2.132
L 40 1 1 -0.363 -0.352 0.006 -4.066	2 0.670 0.606 -0.108 -13.349	R 30 0 3 -0.027 -0.020 -0.165 -1.332	4 -0.402 -0.420 0.664 3.987
L 41 1 1 -0.360 -0.352 0.006 -2.949	2 0.670 0.603 -0.108 -12.673	R 30 0 3 -0.027 -0.027 -0.221 -0.338	4 -0.381 -0.400 0.471 0.066
L 42 1 1 -0.356 -0.352 -0.028 -2.070	2 0.670 0.600 -0.119 -11.749	R 31 0 3 -0.033 -0.033 -0.153 -0.453	4 -0.381 -0.381 0.573 0.391
L 42 1 1 -0.356 -0.352 -0.006 -1.710	2 0.669 0.597 -0.096 -10.914	R 32 0 3 -0.038 -0.034 -0.028 -1.095	4 -0.360 -0.370 0.664 2.114
L 43 1 1 -0.353 -0.352 -0.040 -0.576	2 0.669 0.595 -0.085 -9.991	R 33 0 3 -0.042 -0.035 0.028 -1.956	4 -0.341 -0.356 0.607 3.609
L 44 1 1 -0.350 -0.352 0.074 0.084	2 0.669 0.593 -0.074 -9.288	R 33 0 3 -0.042 -0.037 -0.017 -2.316	4 -0.322 -0.337 0.426 -0.435
L 45 1 1 -0.347 -0.352 -0.074 0.444	2 0.669 0.592 -0.028 -8.980	R 34 0 3 -0.046 -0.037 -0.006 -3.020	4 -0.322 -0.322 0.482 0.242
L 45 1 1 -0.347 -0.352 0.006 1.622	2 0.669 0.590 -0.062 -8.338	R 35 0 3 -0.048 -0.038 -0.006 -3.433	4 -0.305 -0.311 0.573 1.358
L 46 1 1 -0.344 -0.352 -0.028 2.835	2 0.669 0.588 -0.051 -7.767	R 36 0 3 -0.049 -0.039 -0.074 -3.301	4 -0.288 -0.300 0.358 3.222
L 47 1 1 -0.341 -0.353 -0.028 4.242	2 0.669 0.588 -0.006 -7.565	R 36 0 3 -0.049 -0.040 -0.085 -2.862	4 -0.273 -0.289 0.278 0.391
L 48 1 1 -0.337 -0.355 -0.074 5.719	2 0.669 0.587 0.017 -7.398	R 37 0 3 -0.049 -0.043 -0.028 -2.167	4 -0.273 -0.275 0.414 0.971
L 48 1 1 -0.337 -0.355 -0.051 6.308	2 0.669 0.587 -0.006 -7.231	R 38 0 3 -0.047 -0.045 -0.062 -1.086	4 -0.259 -0.266 0.380 2.062
L 49 1 1 -0.334 -0.356 -0.040 7.820	2 0.669 0.586 -0.040 -7.046	R 39 0 3 -0.045 -0.045 0.006 -0.901	4 -0.246 -0.258 0.267 3.196
L 50 1 1 -0.331 -0.357 -0.006 8.989	2 0.669 0.586 -0.176 -6.818	R 39 0 3 -0.045 -0.043 -0.006 -0.620	4 -0.235 -0.249 0.335 0.488
L 51 1 1 -0.328 -0.358 -0.028 9.991	2 0.669 0.585 -0.006 -6.554	R 40 0 3 -0.042 -0.042 0.131 -0.338	4 -0.235 -0.237 0.312 0.963
L 51 1 1 -0.328 -0.358 -0.017 10.352	2 0.669 0.584 -0.006 -6.281	R 41 0 3 -0.038 -0.039 0.142 -0.646	4 -0.225 -0.232 0.255 2.123
L 52 1 1 -0.325 -0.358 0.017 11.407	2 0.669 0.583 -0.074 -5.815	R 42 0 3 -0.033 -0.036 0.119 -0.251	4 -0.216 -0.226 0.233 2.976
L 53 1 1 -0.322 -0.358 -0.017 12.470	2 0.669 0.582 -0.028 -5.437	R 42 0 3 -0.033 -0.030 0.131 -0.813	4 -0.208 -0.219 0.233 0.998
L 54 1 1 -0.319 -0.358 -0.006 13.235	2 0.669 0.580 -0.051 -4.690	R 43 0 3 -0.027 -0.027 0.199 -0.004	4 -0.208 -0.210 0.267 0.804
L 54 1 1 -0.319 -0.358 -0.006 13.473	2 0.669 0.579 -0.040 -4.013	R 44 0 3 -0.020 -0.023 0.199 0.514	4 -0.201 -0.207 0.119 1.692
L 55 1 1 -0.316 -0.357 0.040 14.431	2 0.669 0.576 -0.051 -3.152	R 45 0 3 -0.012 -0.016 0.040 -0.198	4 -0.196 -0.205 0.085 2.932
L 56 1 1 -0.313 -0.357 0.017 15.196	2 0.670 0.574 -0.062 -2.220	R 45 0 3 -0.012 -0.010 0.142 -0.752	4 -0.191 -0.201 0.062 1.763
L 57 1 1 -0.310 -0.356 -0.028 15.890	2 0.670 0.572 -0.074 -1.710	R 46 0 3 -0.004 -0.004 0.380 -0.075	4 -0.191 -0.196 0.176 1.666
L 57 1 1 -0.310 -0.356 0.028 15.899	2 0.670 0.570 -0.074 -2.062	R 47 0 3 0.005 0.001 0.199 0.822	4 -0.187 -0.193 0.074 2.018
L 58 1 1 -0.307 -0.354 0.040 16.444	2 0.670 0.567 -0.142 -1.684	R 48 0 3 0.015 0.008 0.085 0.233	4 -0.184 -0.191 0.074 2.202
L 59 1 1 -0.305 -0.352 0.108 16.488	2 0.671 0.563 -0.096 -1.982	R 48 0 3 0.015 0.017 0.289 -0.664	4 -0.182 -0.187 0.074 1.156
L 60 1 1 -0.302 -0.350 0.062 16.734	2 0.671 0.561 -0.153 -1.534	R 49 0 3 0.025 0.024 0.358 -0.040	4 -0.182 -0.186 0.051 1.209
L 60 1 1 -0.302 -0.348 0.062 16.242	2 0.672 0.559 -0.176 -3.002	R 50 0 3 0.035 0.030 0.244 1.156	4 -0.180 -0.184 0.074 1.068
L 61 1 1 -0.299 -0.348 -0.051 17.165	2 0.672 0.559 -0.028 -2.141	R 51 0 3 0.046 0.040 0.153 -0.356	4 -0.179 -0.182 -0.040 1.121
L 62 1 1 -0.296 -0.347 0.051 17.965	2 0.672 0.560 0.028 -1.930	R 51 0 3 0.046 0.048 0.176 -0.760	4 -0.178 -0.182 0.006 1.024
L 63 1 1 -0.293 -0.347 0.028 -17.622	2 0.673 0.560 -0.176 -1.868	R 52 0 3 0.057 0.057 0.505 -0.215	4 -0.178 -0.180 0.108 0.760
L 63 1 1 -0.293 -0.346 -0.006 -17.569	2 0.673 0.560 -0.176 -1.464	R 53 0 3 0.068 0.064 0.278 0.532	4 -0.177 -0.179 -0.028 0.602
L 64 1 1 -0.290 -0.344 0.074 -17.270	2 0.673 0.560 0.040 -1.701	R 54 0 3 0.079 0.073 0.062 -0.277	4 -0.177 -0.179 0.006 0.664
L 65 1 1 -0.288 -0.342 0.074 -16.743	2 0.674 0.560 0.017 -1.508	R 54 0 3 0.079 0.083 0.221 -1.288	4 -0.178 -0.179 0.006 0.760
L 66 1 1 -0.285 -0.342 0.051 -16.382	2 0.674 0.560 -0.176 -1.525	R 55 0 3 0.090 0.089 0.426 0.092	4 -0.178 -0.179 0.006 0.558
L 66 1 1 -0.285 -0.340 0.062 -16.673	2 0.675 0.559 -0.006 -1.824	R 56 0 3 0.102 0.096 0.187 1.429	4 -0.179 -0.180 0.017 0.189
L 67 1 1 -0.282 -0.338 0.062 -16.470	2 0.675 0.559 -0.006 -2.167	R 57 0 3 0.114 0.106 0.176 0.198	4 -0.182 -0.181 -0.051 -0.312
L 68 1 1 -0.279 -0.336 0.040 -16.101	2 0.676 0.559 -0.176 -2.062	R 57 0 3 0.114 0.116 0.335 -0.523	4 -0.185 -0.183 -0.096 0.409
L 69 1 1 -0.277 -0.335 0.062 -15.978	2 0.677 0.559 -0.017 -2.053	R 58 0 3 0.127 0.124 0.414 0.523	4 -0.185 -0.186 -0.119 0.127
L 69 1 1 -0.277 -0.333 0.051 -16.391	2 0.677 0.560 0.051 -2.237	R 59 0 3 0.140 0.133 0.323 1.341	4 -0.190 -0.188 -0.165 -0.180
L 70 1 1 -0.274 -0.331 0.017 -15.934	2 0.677 0.560 0.017 -1.859	R 60 0 3 0.153 0.144 0.176 0.110	4 -0.195 -0.192 -0.199 0.330
